Date,OPEN,HIGH,LOW,PREV_CLOSE,VOLUME,symbol_name
2/1/2024,2870.00,2886.70,2836.10,2853.25,6674681.00,RELIANCE
1/31/2024,2808.00,2868.50,2805.00,2815.25,7565113.00,RELIANCE
1/30/2024,2919.90,2919.95,2808.85,2896.10,7046989.00,RELIANCE
1/29/2024,2729.00,2905.00,2720.35,2706.15,11946719.00,RELIANCE
1/25/2024,2685.90,2728.30,2670.40,2687.75,5904436.00,RELIANCE
1/24/2024,2670.45,2699.00,2647.85,2657.15,10959564.00,RELIANCE
1/23/2024,2743.50,2743.50,2645.10,2713.30,10027710.00,RELIANCE
1/20/2024,2730.00,2766.95,2700.00,2734.90,3641697.00,RELIANCE
1/19/2024,2752.00,2752.00,2718.00,2735.90,5211352.00,RELIANCE
1/18/2024,2702.80,2742.00,2702.50,2723.15,5139719.00,RELIANCE
1/17/2024,2719.00,2772.55,2710.05,2749.25,6098691.00,RELIANCE
1/16/2024,2779.95,2792.60,2741.00,2788.25,4534512.00,RELIANCE
1/15/2024,2750.00,2792.90,2732.00,2741.45,4305297.00,RELIANCE
1/12/2024,2719.80,2746.65,2691.50,2719.80,7506082.00,RELIANCE
1/11/2024,2659.00,2725.00,2657.00,2650.10,11862926.00,RELIANCE
1/10/2024,2577.00,2659.00,2575.05,2580.50,5551370.00,RELIANCE
1/9/2024,2600.00,2606.80,2577.20,2587.35,2701537.00,RELIANCE
1/8/2024,2610.00,2631.95,2568.95,2607.70,3867326.00,RELIANCE
1/5/2024,2602.90,2619.85,2598.00,2596.65,4043203.00,RELIANCE
1/4/2024,2588.00,2609.85,2579.10,2583.30,4806389.00,RELIANCE
1/3/2024,2610.00,2634.00,2577.20,2611.70,4518768.00,RELIANCE
1/2/2024,2585.00,2615.00,2573.00,2590.25,3724400.00,RELIANCE
1/1/2024,2580.55,2606.85,2573.15,2584.95,2015270.00,RELIANCE
12/29/2023,2611.10,2614.00,2579.30,2605.55,5432292.00,RELIANCE
12/28/2023,2589.80,2612.00,2586.85,2586.85,6151318.00,RELIANCE
12/27/2023,2582.00,2599.90,2573.10,2578.05,4602078.00,RELIANCE
12/26/2023,2568.00,2591.95,2562.70,2565.05,3732832.00,RELIANCE
12/22/2023,2559.60,2580.90,2547.65,2562.55,8270892.00,RELIANCE
12/21/2023,2527.00,2573.50,2518.25,2527.15,6882727.00,RELIANCE
12/20/2023,2571.05,2598.85,2520.00,2558.10,8868361.00,RELIANCE
12/19/2023,2555.00,2573.90,2525.20,2521.00,8410302.00,RELIANCE
12/18/2023,2495.60,2534.90,2490.95,2495.60,7082594.00,RELIANCE
12/15/2023,2478.00,2500.00,2470.05,2464.15,7966076.00,RELIANCE
12/14/2023,2454.00,2474.95,2442.65,2433.95,8486177.00,RELIANCE
12/13/2023,2422.00,2438.35,2406.30,2424.05,5015591.00,RELIANCE
12/12/2023,2460.00,2464.95,2420.15,2459.35,4598562.00,RELIANCE
12/11/2023,2456.00,2467.60,2452.40,2455.75,3533069.00,RELIANCE
12/8/2023,2463.85,2476.70,2445.00,2457.05,5102447.00,RELIANCE
12/7/2023,2460.00,2460.95,2442.00,2461.10,4071048.00,RELIANCE
12/6/2023,2447.10,2472.95,2435.00,2437.75,8211221.00,RELIANCE
12/5/2023,2439.00,2440.85,2421.65,2420.20,6346812.00,RELIANCE
12/4/2023,2450.00,2450.00,2398.60,2394.30,7795495.00,RELIANCE
12/1/2023,2378.00,2396.40,2377.60,2377.45,7171421.00,RELIANCE
11/30/2023,2394.70,2400.70,2369.90,2400.70,14219992.00,RELIANCE
11/29/2023,2408.00,2411.95,2398.05,2394.40,6265653.00,RELIANCE
11/28/2023,2393.90,2399.70,2375.25,2393.90,6896087.00,RELIANCE
11/24/2023,2391.60,2402.60,2391.05,2395.50,3374743.00,RELIANCE
11/23/2023,2388.20,2400.00,2388.20,2388.20,4265771.00,RELIANCE
11/22/2023,2375.00,2394.45,2372.20,2378.90,4267407.00,RELIANCE
11/21/2023,2366.00,2388.00,2360.20,2349.35,4107225.00,RELIANCE
11/20/2023,2348.55,2358.40,2336.40,2355.55,2245093.00,RELIANCE
11/17/2023,2352.90,2373.25,2352.05,2360.70,3879317.00,RELIANCE
11/16/2023,2351.10,2374.15,2346.95,2356.45,6567455.00,RELIANCE
11/15/2023,2340.00,2361.95,2327.00,2314.60,6110324.00,RELIANCE
11/13/2023,2322.90,2324.60,2311.70,2330.65,1927405.00,RELIANCE
11/12/2023,2326.05,2332.00,2322.50,2314.90,709922.00,RELIANCE
11/10/2023,2305.55,2316.35,2298.05,2310.55,3867477.00,RELIANCE
11/9/2023,2335.85,2335.90,2304.20,2335.90,7256805.00,RELIANCE
11/8/2023,2332.00,2341.00,2321.75,2323.80,3942247.00,RELIANCE
11/7/2023,2334.05,2339.10,2319.55,2339.00,3480102.00,RELIANCE
11/6/2023,2332.30,2340.00,2325.60,2319.70,5323652.00,RELIANCE
11/3/2023,2327.20,2334.95,2315.75,2320.20,4425078.00,RELIANCE
11/2/2023,2313.95,2324.30,2307.95,2297.40,5281052.00,RELIANCE
11/1/2023,2289.15,2317.50,2275.20,2287.90,5154595.00,RELIANCE
10/31/2023,2328.00,2328.00,2282.90,2312.50,6404219.00,RELIANCE
10/30/2023,2274.00,2325.00,2269.95,2265.80,8406652.00,RELIANCE
